geoid_hashed,DADI,DACI,DAGI,DAEI,Inquiries,Google,BLS Job Openings,BLS Current Employment,BLS Future Employment,BLS Generalist Jobs,BLS Gen Jobs Opennings,2019 Completion
a11903,5.34,2.65,17.87,35.11,2,23.96,2.8586,30.875,31.388,0.061363,0.061907,0
a11904,5.35,2.67,17.62,34.87,13,71.217,10.085,110,110.83,0.18239,0.18444,0
a11905,5.62,2.82,18.52,36.56,2,14.212,1.644,17.849,18.06,0.036397,0.036823,0
a11906,5.68,2.85,18.65,36.85,3,35.454,4.4117,47.227,48.404,0.090798,0.091752,0
a11907,5.75,2.91,18.9,37.38,16,17.411,2.1366,22.881,23.443,0.044589,0.045181,0
a11908,5.68,2.86,18.59,36.8,8,18.949,2.5662,27.857,28.191,0.048529,0.049364,0
a11909,5.47,2.73,18.15,35.72,1,36.031,5.8574,63.296,64.319,0.092278,0.093696,0
a11910,5.58,2.79,18.5,36.43,1,21.838,2.7425,29.686,30.119,0.055927,0.056699,0
a11911,5.68,2.85,18.76,36.97,2,20.062,2.4786,26.805,27.219,0.05138,0.0522,0
a11912,5.74,2.88,18.92,37.32,8,34.566,4.3178,46.782,47.424,0.088524,0.089769,0
a11913,3.84,1.92,13.19,26.08,3,9.9793,1.1776,12.67,12.926,0.025557,0.025635,0
a11914,4.09,2.02,14.16,27.72,2,9.1036,1.069,11.36,11.721,0.023315,0.023548,0
a11915,4.79,2.36,16.12,31.74,3,33.112,3.8951,42.275,42.788,0.084802,0.086022,0
a11916,4.02,1.99,13.81,27.18,4,28.533,3.4475,36.895,37.823,0.073074,0.074408,0
a11917,4.11,2.03,14.07,27.7,3,35.356,4.7047,50.528,51.633,0.090549,0.10295,0
a11918,4.42,2.19,14.99,29.54,4,32.668,4.0995,44.63,45.046,0.083665,0.08458,0
a11919,4.78,2.37,15.99,31.59,11,36.968,4.631,49.8,50.83,0.094676,0.09521,0
a11920,4.31,2.13,14.72,28.97,3,28.15,3.4013,36.757,37.349,0.072093,0.073078,0
a11921,4.29,2.13,14.7,28.87,11,48.437,7.1721,77.415,78.747,0.12405,0.12613,0
a11922,4.28,2.13,14.65,28.89,21,33.787,4.2417,45.601,46.556,0.086531,0.088148,0
a11923,4.06,2.01,13.91,27.44,3,31.799,3.8516,41.499,42.282,0.081438,0.082908,0
a11924,4.1,2.03,13.98,27.62,2,29.403,3.5995,38.91,39.526,0.075302,0.077465,0
a11925,4.18,2.07,14.28,28.15,2,24.349,2.8305,30.956,31.115,0.062359,0.062952,0
a11926,4.21,2.08,14.35,28.33,4,23.036,2.7514,29.848,30.223,0.058995,0.059254,0
a11927,4.38,2.17,14.84,29.32,6,22.415,2.6851,28.569,29.444,0.057407,0.058143,0
a11928,4.37,2.19,14.83,29.39,32,49.203,6.3818,69.963,70.167,0.12601,0.12792,0
a11929,4.23,2.1,14.39,28.45,11,36.518,4.3939,47.421,48.243,0.093524,0.094204,0
a11930,4.11,2.05,14.05,27.78,9,26.198,3.156,33.78,34.626,0.067094,0.068392,0
a11931,4.15,2.06,14.1,27.89,2,26.186,3.9039,42.542,42.901,0.067063,0.067712,0
a11932,4.26,2.12,14.46,28.61,5,21.965,2.6126,28.772,28.737,0.056254,0.056403,0
a11933,4.2,2.09,14.23,28.24,8,43.937,5.5114,59.728,60.535,0.11252,0.1141,0
a11934,3.49,1.74,12.16,23.83,1,24.939,2.9357,31.498,32.216,0.06387,0.064725,0
a11935,2.39,1.22,8.5,16.58,1,6.6346,0.79269,8.0829,8.6605,0.016992,0.017213,0
a11936,3.29,1.62,11.47,22.38,2,40.982,4.8699,52.332,53.449,0.10496,0.10681,0
a11937,3.47,1.7,12.04,23.56,4,39.546,4.7202,50.059,51.746,0.10128,0.10246,0
a11938,5.59,2.77,18.56,36.54,4,35.186,4.2631,45.544,46.765,0.090113,0.091831,0
a11939,5.9,2.97,19.35,38.21,4,19.904,2.5076,26.967,27.524,0.050975,0.05174,0
a11940,6.04,3.08,19.58,38.79,9,42.173,6.1239,66.33,67.259,0.10801,0.10905,0
a11941,5.92,2.99,19.29,38.14,0,26.952,3.2703,35.617,35.935,0.069025,0.069755,0
a11942,5.92,2.96,19.43,38.36,1,21.686,2.6214,28.416,28.793,0.055538,0.056086,0
a11943,6.01,2.99,19.67,38.87,3,25.693,3.0882,33.464,33.919,0.065801,0.066355,0
a11944,6.47,3.32,20.77,41.21,3,25.201,4.3718,41.012,46.919,0.059492,0.069719,0
a11945,6.41,3.29,20.61,40.86,1,15.708,2.7716,26.154,29.758,0.037082,0.044409,0
a11946,6.59,3.38,21.07,41.81,1,12.315,2.9723,29.309,32.011,0.029071,0.033849,0
a11947,6.52,3.39,20.9,41.52,17,27.597,4.8959,44.61,52.441,0.065149,0.076752,0
a11948,6.4,3.3,20.51,40.7,4,27.67,4.6762,45.239,50.293,0.065321,0.076128,0
a11949,6.45,3.33,20.52,40.79,1,45.019,7.6686,71.823,82.292,0.10628,0.12423,0
a11950,6.52,3.37,20.72,41.24,15,45.938,8.4557,81.512,90.919,0.10845,0.12707,0
a11951,6.65,3.45,21.06,41.92,4,21.959,3.9865,38.473,42.868,0.05184,0.060578,0
a11952,6.61,3.45,21.03,41.82,10,39.06,6.9426,66.874,74.645,0.09221,0.10742,0
a11953,6.29,3.23,20.21,40.1,7,43.639,7.4607,71.381,80.179,0.10302,0.12035,0
a11954,6.42,3.29,20.4,40.6,7,35.448,6.5544,62.764,70.442,0.083682,0.097661,0
a11955,6.24,3.11,20.28,40.09,8,28.132,9.0232,75.957,96.161,0.066412,0.078204,228
a11956,6.19,3.15,20.1,39.72,3,24.842,7.1059,67.189,76.303,0.058645,0.069019,0
a11957,6.21,3.16,19.85,39.44,4,13.586,3.7134,35.469,39.903,0.032072,0.037462,0
a11958,5.93,2.97,18.9,37.64,3,23.066,6.8508,65.768,73.641,0.054453,0.063544,0
a11965,,,,,6,19.968,4.9472,46.671,53.883,0.028938,0.028655,0
a11966,,,,,3,15.608,3.4799,34.511,38.06,0.022619,0.021448,0
a11968,3.23,1.39,10.87,21.6,7,29.22,6.4538,61.436,69.333,0.068982,0.064413,0
a11969,3.54,1.56,11.93,23.56,2,9.9368,2.1021,19.947,22.578,0.023458,0.020915,0
a11970,1.38,0.64,5.31,10.61,6,16.018,3.3258,30.986,35.677,0.037814,0.035119,0
a11984,7.39,3.38,23.15,46.13,2,21.023,4.0751,40.732,43.93,0.049629,0.053821,0
a11985,7.49,3.44,23.3,46.47,4,25.718,5.1369,52.319,55.453,0.060712,0.065559,0
a11986,7.51,3.43,23.36,46.58,1,23.571,5.2943,53.693,57.134,0.055645,0.060785,0
a11987,7.39,3.37,23.2,46.23,9,33.496,6.4708,64.348,69.73,0.079074,0.086386,0
a11988,7.38,3.34,23.2,46.22,2,27.147,5.1347,51.702,55.383,0.064086,0.068578,0
a11989,7.45,3.36,23.34,46.51,3,29.865,6.164,61.332,66.426,0.070503,0.076785,0
a11990,7.49,3.41,23.4,46.67,5,21.564,4.1417,41.175,44.631,0.050907,0.055884,0
a11991,7.5,3.39,23.43,46.72,9,39.473,8.4749,83.84,91.293,0.093186,0.10118,0
a11992,7.35,3.3,23.16,46.12,1,12.424,2.3758,23.627,25.602,0.02933,0.031784,0
a11993,7.44,3.34,23.32,46.49,9,36.901,7.0422,71.16,75.976,0.087114,0.094117,0
a11994,7.5,3.36,23.47,46.76,5,18.53,5.7984,59.259,62.609,0.043743,0.047023,0
a11995,7.34,3.27,23.15,46.09,7,29.531,6.6863,66.199,72.03,0.069714,0.075662,0
a11996,7.42,3.31,23.31,46.44,7,38.385,8.2138,83.037,88.619,0.090616,0.0977,0
a11997,7.45,3.31,23.46,46.78,13,9.8516,1.7973,18.317,19.403,0.023257,0.024844,0
a11998,7.28,3.07,23.03,45.87,13,35.812,6.7619,68.481,72.964,0.084544,0.092235,0
a11999,7.36,3.09,23.18,46.2,15,41.383,7.7876,78.868,84.031,0.097694,0.10585,0
a12000,7.32,3.25,23.1,46.01,7,35.66,6.7805,67.748,73.092,0.084185,0.090923,0
a12001,7.39,3.27,23.29,46.42,11,24.891,4.6747,47.067,50.421,0.05876,0.063659,0
a12002,7.42,3.25,23.34,46.56,13,26.557,4.9308,50.304,53.235,0.062694,0.066717,0
a12003,7.53,3.42,23.48,46.84,10,18.061,3.3728,33.944,36.377,0.042638,0.045686,0
a12004,7.55,3.41,23.54,46.93,4,21.661,6.7208,67.014,72.439,0.051137,0.055957,0
a12005,7.38,3.06,23.18,46.23,6,33.648,6.1859,63.602,66.823,0.079433,0.085119,0
a12006,7.38,3.07,23.31,46.52,35,26.636,4.9677,50.665,53.632,0.06288,0.067149,0
a12007,7.31,3.02,23.1,46.1,27,39.23,7.493,74.723,80.762,0.092612,0.10028,0
a12008,7.29,2.99,22.98,45.86,9,27.171,5.0286,51.539,54.309,0.064144,0.06949,0
a12009,7.33,2.98,23.05,45.99,5,17.319,4.0799,40.115,43.93,0.040887,0.043649,0
a12010,7.57,3.46,23.45,46.79,11,25.742,6.1659,61.832,66.485,0.06077,0.064307,0
a12011,7.58,3.42,23.55,46.95,22,60.794,15.958,162.43,172.25,0.14352,0.15129,0
a12012,7.57,3.39,23.58,47.01,4,31.02,8.943,89.372,96.406,0.073231,0.079227,0
a12013,7.58,3.38,23.63,47.17,9,32.243,6.0705,61.495,65.504,0.076117,0.080402,0
a12014,7.54,3.33,23.6,47.1,10,21.704,4.0573,41.222,43.79,0.051237,0.054269,0
a12015,7.5,3.32,23.54,46.94,16,19.126,4.3912,45.402,47.456,0.04515,0.04704,0
a12016,7.55,3.2,23.6,47.09,0,4.8163,0.84572,9.0594,9.1643,0.01137,0.010635,1068
a12017,7.57,3.35,23.65,47.21,3,11.889,2.7697,27.749,29.863,0.028066,0.030378,0
a12018,7.49,3.26,23.44,46.77,9,33.842,7.9604,79.311,85.794,0.079892,0.086799,0
a12019,7.62,3.42,23.63,47.2,20,32.577,6.1831,61.867,66.66,0.076906,0.083828,0
a12020,7.64,3.4,23.71,47.37,2,11.633,2.2648,22.742,24.423,0.027463,0.029165,0
a12021,7.62,3.41,23.68,47.27,9,24.307,6.0266,60.388,64.979,0.057382,0.061811,0
a12022,7.62,3.15,23.67,47.28,2,23.644,4.4545,44.47,48.016,0.055817,0.059822,1584
a12023,7.63,3.38,23.7,47.34,2,18.621,3.6622,36.948,39.506,0.043959,0.046514,0
a12024,7.59,3.36,23.66,47.24,12,31.708,6.1613,61.518,66.415,0.074853,0.080716,0
a12025,7.58,3.33,23.64,47.19,12,36.463,7.2858,73.605,78.603,0.08608,0.091695,0
a12026,7.61,3.36,23.67,47.29,9,32.954,6.2037,62.228,66.893,0.077796,0.083693,0
a12027,7.59,3.31,23.64,47.19,0,17.575,3.4203,34.433,36.891,0.041489,0.044494,0
a12028,7.54,3.28,23.54,47.02,4,29.506,5.609,55.998,60.461,0.069656,0.075317,0
a12029,7.55,3.27,23.53,46.98,5,28.637,5.4358,54.263,58.593,0.067603,0.073003,0
a12030,7.49,3.08,23.41,46.73,1,17.544,3.8832,38.543,41.841,0.041418,0.044566,0
a12031,7.49,3.08,23.41,46.74,1,25.493,4.8963,48.593,52.756,0.060181,0.065685,0
a12032,7.39,3.01,23.14,46.2,5,36.031,6.896,68.796,74.33,0.085061,0.093093,0
a12033,7.31,2.95,22.95,45.83,2,17.131,3.2912,32.733,35.466,0.040441,0.043977,0
a12034,7.4,3,23.15,46.24,3,21.333,4.046,41.617,43.708,0.050362,0.051899,0
a12035,7.31,2.94,22.9,45.76,5,42.082,8.1604,83.153,88.094,0.099345,0.1049,0
a12036,7.65,3.4,23.69,47.33,1,9.9124,1.8555,18.643,20.01,0.023401,0.025344,0
a12037,7.65,3.39,23.68,47.3,1,23.674,4.6035,46.17,49.639,0.055889,0.058676,0
a12038,7.61,3.35,23.66,47.26,13,34.304,6.5097,64.592,70.139,0.080983,0.086603,0
a12039,7.65,3.35,23.7,47.34,1,20.439,4.0986,40.709,44.164,0.048251,0.052065,0
a12040,7.6,3.31,23.62,47.19,1,19.886,3.7948,38.054,40.918,0.046945,0.051634,0
a12041,7.63,3.33,23.64,47.25,4,20.786,3.9338,39.393,42.413,0.04907,0.053384,0
a12042,7.55,3.26,23.53,47.01,5,16.109,3.0267,30.718,32.665,0.03803,0.041103,0
a12043,7.48,3.06,23.35,46.66,3,29.908,5.6316,57,60.764,0.070604,0.075527,0
a12044,7.58,3.47,23.35,46.66,25,44.387,8.2814,82.606,89.261,0.10479,0.1104,0
a12045,7.64,3.44,23.57,47.09,5,32.334,6.2305,60.877,67.057,0.076332,0.084453,0
a12046,7.64,3.45,23.5,46.96,5,30.625,6.1338,60.703,66.076,0.072298,0.078095,0
a12047,7.66,3.42,23.59,47.15,4,21.674,4.0784,40.313,43.93,0.051166,0.054295,0
a12048,7.66,3.39,23.65,47.25,2,20.761,4.335,43.178,46.72,0.049012,0.052825,0
a12049,7.63,3.36,23.65,47.27,11,29.683,5.6852,56.266,61.243,0.070073,0.075945,0
a12050,7.65,3.36,23.64,47.24,2,20.019,3.831,37.309,41.222,0.047261,0.050865,0
a12051,7.6,3.29,23.55,47.06,6,40.434,8.7146,86.03,93.861,0.095454,0.10288,0
a12052,7.54,3.23,23.44,46.82,1,28.351,6.456,64.592,69.602,0.066929,0.075838,0
a12053,7.47,3.03,23.26,46.51,1,25.961,4.7948,48.884,51.764,0.061287,0.066239,0
a12054,7.27,2.9,22.8,45.59,2,20.658,3.8667,39.463,41.747,0.048768,0.051465,0
a12055,7.26,2.89,22.72,45.46,6,27.548,5.2357,54.019,56.573,0.065034,0.069647,0
a12056,7.18,2.83,22.51,45.08,3,12.302,2.2982,23.091,24.784,0.029043,0.031213,0
a12057,7.41,2.99,23.12,46.21,2,21.406,4.3601,43.411,46.989,0.050534,0.054774,0
a12058,7.34,2.95,22.97,45.92,7,31.087,5.9991,59.864,64.664,0.073389,0.079725,0
a12059,7.61,3.46,23.3,46.54,8,26.946,6.3833,64.487,68.866,0.063612,0.06822,0
a12060,7.59,3.46,23.16,46.32,11,28.387,5.4079,53.798,58.278,0.067015,0.072617,0
a12061,7.65,3.42,23.46,46.92,8,33.568,6.2604,64.08,67.606,0.079246,0.086053,0
a12062,7.6,3.42,23.3,46.61,20,28.965,5.2807,54.391,57.052,0.068379,0.073162,0
a12063,7.46,3.46,22.47,44.97,17,74.617,17.075,174.25,184.35,0.17615,0.18249,0
a12064,7.53,3.46,22.86,45.62,13,32.304,14.14,140.49,152.36,0.07626,0.082499,0
a12065,7.66,3.39,23.51,47.02,4,30.668,5.7303,56.767,61.733,0.072398,0.077573,0
a12066,7.64,3.38,23.36,46.71,4,27.737,5.1819,53.285,55.978,0.065479,0.068321,0
a12067,7.65,3.34,23.57,47.12,2,31.957,6.6564,65.85,71.703,0.075442,0.080811,0
a12068,7.65,3.34,23.54,47.07,3,16.486,3.0774,31.405,33.225,0.03892,0.042258,0
a12069,7.6,3.29,23.48,46.95,3,27.396,5.1351,52.098,55.418,0.064675,0.069195,0
a12070,7.61,3.33,23.38,46.76,17,36.919,6.926,70.193,74.739,0.087157,0.093466,0
a12071,7.59,3.28,23.32,46.63,2,32.091,6.5879,66.397,71.061,0.075758,0.081991,0
a12072,7.59,3.37,23.16,46.35,15,28.703,5.4363,53.902,58.57,0.067761,0.074499,0
a12073,7.58,3.34,23.16,46.36,17,41.438,7.5775,77.517,81.825,0.097823,0.10253,0
a12074,7.55,3.26,23.07,46.19,10,50.632,9.6068,94.67,103.46,0.11953,0.12972,0
a12075,7.22,3.01,22.85,45.52,9,27.755,5.7991,58.118,62.527,0.065522,0.070878,0
a12076,7.24,3.03,22.91,45.64,11,25.286,4.973,49.99,53.632,0.059693,0.065084,0
a12077,7.32,3.05,23.07,45.98,12,29.47,6.2816,63.16,67.746,0.06957,0.075515,0
a12078,7.23,3.03,23.03,45.91,45,23.249,4.5122,44.715,48.612,0.054884,0.060148,0
a12079,7.14,2.96,22.67,45.18,19,36.031,6.6189,68.26,71.516,0.085061,0.091189,0
a12080,7.21,2.99,22.84,45.56,25,47.878,8.9249,90.804,96.336,0.11303,0.12082,0
a12081,7.15,2.92,22.62,45.12,9,35.752,6.7341,68.598,72.696,0.0844,0.091274,0
a12082,7.07,2.91,22.43,44.72,9,41.766,7.7494,79.567,83.704,0.098599,0.10541,0
a12083,6.99,2.84,22.22,44.31,1,18.748,3.4899,35.982,37.708,0.04426,0.046438,0
a12084,7.52,3.21,23.25,46.5,7,17.35,3.1891,32.791,34.451,0.040958,0.043499,0
a12085,7.47,3.19,23.1,46.23,22,45.342,8.4696,85.715,91.386,0.10704,0.11451,0
a12086,7.45,3.01,23.12,46.26,3,22.428,4.1457,42.456,44.771,0.052946,0.05599,0
a12087,7.43,3,23.12,46.23,5,22.282,4.2001,42.363,45.308,0.052601,0.055965,0
a12088,7.44,3,23.01,46.04,1,20.749,3.717,38.147,40.148,0.048983,0.051801,0
a12089,7.36,2.96,22.99,45.98,3,8.0151,1.9524,19.539,21.049,0.018921,0.020313,0
a12090,6.9,2.79,22.07,44.04,13,12.132,2.2573,23.103,24.376,0.028641,0.029862,0
a12091,6.81,2.74,21.8,43.52,7,30.358,5.6805,57.908,61.325,0.071666,0.075412,0
a12092,7.04,2.74,22.16,44.36,2,20.062,5.5946,55.754,60.298,0.047361,0.050727,0
a12093,7.02,2.73,22.06,44.19,6,16.14,4.1908,42.06,45.191,0.038101,0.040954,0
a12094,7.12,2.8,22.29,44.64,10,47.665,9.0336,90.035,97.363,0.11252,0.12149,0
a12095,7.13,2.8,22.2,44.48,5,35.594,6.6343,67.329,71.598,0.084027,0.089442,0
a12096,7.23,2.86,22.44,44.95,6,39.382,7.5054,74.478,80.868,0.092971,0.10057,0
a12097,7.26,2.88,22.62,45.25,3,20.828,4.7205,48.092,50.958,0.04917,0.052955,0
a12098,7.25,2.88,22.34,44.77,5,27.433,5.0758,51.48,54.776,0.064761,0.069228,0
a12099,7.2,2.85,22.29,44.67,5,32.668,5.8604,59.841,63.274,0.077122,0.081923,0
a12100,7.32,2.94,22.82,45.66,28,39.54,7.5942,77.168,81.965,0.093344,0.099912,0
a12101,7.11,2.8,22.03,44.17,12,32.814,6.05,61.576,65.306,0.077466,0.082055,0
a12102,7.41,2.98,22.86,45.77,3,20.603,3.8204,39.265,41.268,0.048639,0.051239,0
a12103,7.44,3.17,22.76,45.61,9,29.628,5.5056,55.183,59.364,0.069943,0.074552,0
a12104,7.5,3.19,23.03,46.11,3,29.725,5.5018,55.975,59.387,0.070173,0.07461,0
a12105,7.49,3.19,22.93,45.92,7,32.735,6.1568,61.495,66.368,0.07728,0.083066,0
a12106,7.31,3.41,21.91,43.93,8,23.954,4.4385,46.077,47.981,0.056549,0.061124,0
a12107,7.2,3.35,21.66,43.45,33,26.423,5.1071,50.758,55.032,0.062378,0.069144,0
a12108,7.25,3.39,21.91,43.95,49,38.817,7.3008,73.628,78.754,0.091636,0.098467,0
a12109,7.27,3.35,21.84,43.79,29,46.035,8.7171,87.66,94.013,0.10868,0.11773,0
a12110,7.16,3.3,21.38,42.92,17,30.473,5.6098,58.141,60.636,0.071939,0.07818,0
a12111,7.21,3.32,21.57,43.28,19,39.656,7.3812,75.887,79.735,0.093617,0.10062,0
a12112,6.99,3.2,20.92,41.97,39,46.813,11.516,114.37,124.09,0.11051,0.11954,0
a12113,6.64,3.04,19.94,40.03,62,55.619,14.93,152.93,161.23,0.1313,0.13925,0
a12114,6.82,3.08,20.32,40.84,25,51.016,9.6038,97.604,103.66,0.12043,0.13015,0
a12115,6.67,3,19.88,39.98,30,46.978,8.7915,89.348,94.888,0.1109,0.11943,0
a12116,6.9,2.82,21.98,43.81,6,44.484,8.389,84.97,90.522,0.10502,0.1115,0
a12117,6.86,2.82,21.93,43.7,2,14.516,2.7035,27.702,29.197,0.034268,0.036884,0
a12118,6.78,2.75,21.71,43.3,2,13.786,2.5808,26.223,27.855,0.032546,0.034566,0
a12119,6.55,2.65,21.19,42.3,20,33.271,6.372,63.544,68.68,0.078543,0.084578,0
a12120,6.46,2.63,20.88,41.61,12,41.006,8.521,85.715,91.9,0.096804,0.10375,0
a12121,7.53,3.22,23.34,46.69,10,26.593,5.0619,50.269,54.542,0.06278,0.067993,0
a12122,7.36,3.38,23.07,45.95,4,26.411,4.9715,50.328,53.643,0.062349,0.066416,0
a12123,7.48,3.04,23.26,46.52,6,24.824,4.839,48.464,52.172,0.058602,0.063207,0
a12124,7.17,2.94,22.74,45.36,31,45.39,8.5856,85.808,92.553,0.10715,0.11552,0
a12125,7.02,2.86,22.37,44.63,25,37.424,7.0132,70.985,75.672,0.088348,0.093869,0
a12126,5.88,2.71,17.51,35.32,5,9.2131,1.6763,17.211,18.107,0.02175,0.023016,0
a12127,7.41,2.37,22.29,44.67,2,0,0,0,0,0,0,7308
a12129,5.61,2.12,17.58,35.43,6,45.324,10.277,98.245,110.44,0.107,0.11171,0
a12130,5.79,2.15,18.36,36.97,6,25.28,4.9143,47.044,52.814,0.059679,0.062568,0
a12131,5.61,2.06,17.77,35.83,5,24.708,6.0896,58.595,65.469,0.058329,0.060961,0
a12132,5.41,1.98,17.25,34.83,17,31.106,6.8081,65.85,73.221,0.073432,0.076618,0
a12133,5.05,2.04,16.05,32.48,7,42.265,8.5928,83.247,92.425,0.099776,0.10443,0
a12134,4.7,1.91,15,30.39,5,41.231,7.9623,76.074,85.561,0.097335,0.10163,0
a12135,5.44,2,17.18,34.68,6,42.97,9.3933,90.769,101.02,0.10144,0.10593,0
a12136,5.06,1.87,16.02,32.42,21,45.019,8.6988,84.015,93.546,0.10628,0.11151,0
a12137,6.25,2.31,19.82,39.81,5,41.73,9.59,91.596,103.05,0.098512,0.1039,0
a12138,6.03,2.25,19.15,38.52,5,28.874,5.5953,53.425,60.122,0.068163,0.072212,0
a12139,5.68,2.08,18.12,36.5,10,42.094,8.8329,85.086,94.97,0.099374,0.10405,0
a12140,6.17,2.31,19.74,39.67,8,18.53,3.7613,35.772,40.405,0.043743,0.045549,0
a12141,5.93,2.19,18.88,37.89,8,44.594,14.307,137.87,153.83,0.10527,0.11031,0
a12142,5.65,2.08,18.03,36.33,14,24.422,5.1718,49.943,55.616,0.057655,0.060327,0
a12143,5.92,2.21,18.77,37.77,9,36.415,7.7083,74.059,82.864,0.085965,0.089579,0
a12144,5.7,2.07,18.34,36.82,2,14.601,7.4496,71.311,80.062,0.034469,0.036071,0
a12145,5.29,2.14,17.14,34.58,26,49.586,10.586,102.39,113.85,0.11706,0.12383,0
a12146,4.94,2,15.99,32.22,13,28.667,10.948,105.74,117.73,0.067675,0.070966,0
a12147,6.38,2.41,20.7,41.42,5,24.282,4.708,45.495,50.631,0.057324,0.060024,0
a12148,6.29,2.36,20.43,40.9,3,31.86,6.1281,59.189,65.901,0.075212,0.078636,0
a12149,6.27,2.34,20.42,40.88,9,17.429,4.0867,39.393,43.942,0.041145,0.04275,0
a12150,6.41,2.4,20.7,41.46,2,35.709,6.9223,66.176,74.388,0.0843,0.088649,0
a12151,6.33,2.35,20.45,40.97,2,25.043,4.8021,46.601,51.659,0.059119,0.062469,0
a12152,6.31,2.37,20.35,40.8,1,19.089,3.697,35.632,39.751,0.045064,0.047237,0
a12153,6.4,2.37,20.56,41.22,4,23.218,4.3313,41.711,46.569,0.054812,0.057288,0
a12154,6.26,2.35,20.18,40.48,5,28.022,4.4373,42.933,47.724,0.066153,0.069232,0
a12155,6.29,2.36,20.2,40.54,7,30.163,6.1517,58.409,66.076,0.071207,0.074315,0
a12156,5.38,2.16,17.46,35.16,4,44.18,8.0989,78.17,87.09,0.1043,0.10932,0
a12157,5.11,2.06,16.64,33.53,5,21.059,4.1944,40.406,45.098,0.049716,0.051506,0
a12158,5.97,2.29,19.56,39.1,6,35.594,6.8922,66.292,74.096,0.084027,0.08803,0
a12159,5.88,2.16,19.02,38.14,4,22.379,6.9611,67.189,74.855,0.052831,0.055102,0
a12160,6.19,2.33,20.22,40.43,1,8.7205,2.3321,22.346,25.065,0.020587,0.021764,0
a12161,5.67,2.07,18.42,37,5,35.283,6.3043,60.854,67.792,0.083295,0.087389,0
a12162,6.1,2.29,19.92,39.84,3,30.096,5.7706,55.94,62.072,0.071049,0.074953,0
a12163,6.09,2.32,19.89,39.81,0,24.465,4.7357,45.542,50.911,0.057755,0.060511,0
a12164,6.08,2.31,19.91,39.81,18,49.514,9.5279,91.922,102.45,0.11689,0.12233,0
a12165,6.16,2.35,20.09,40.13,6,23.084,6.23,58.7,66.882,0.054496,0.067452,0
a12166,6.13,2.32,19.95,39.93,6,39.516,8.2112,79.031,88.281,0.093287,0.098017,0
a12167,6.17,2.34,20.08,40.2,1,41.851,8.0007,77.133,86.028,0.098799,0.10343,0
a12168,6.01,2.24,19.55,39.16,0,38.573,7.4366,71.788,79.969,0.091061,0.095054,0
a12169,5.64,2.08,18.49,37,2,22.884,6.4365,62.461,69.24,0.054022,0.057991,0
a12170,6.19,2.33,20.06,40.22,10,55.613,10.69,102.82,114.92,0.13129,0.13788,0
a12171,5.96,2.22,19.35,38.79,10,61.749,11.833,114.13,127.24,0.14577,0.15276,0
a12172,6.44,2.4,20.72,41.52,3,19.442,3.7099,35.772,39.891,0.045897,0.048324,0
a12173,6.38,2.38,20.62,41.31,2,26.709,5.1458,49.687,55.336,0.063053,0.066002,0
a12174,6.14,2.29,19.85,39.81,5,36.171,6.5281,62.985,70.197,0.085391,0.089604,0
a12175,4.88,2.01,16.12,32.37,5,12.09,2.3237,22.218,24.971,0.02854,0.029662,0
a12176,5.07,1.9,16.72,33.51,1,42.763,8.3655,78.857,89.81,0.10095,0.10623,0
a12177,5.65,2.16,18.6,37.16,1,21.126,4.0513,39.149,43.568,0.049874,0.052265,0
a12178,3.31,1.5,11.11,22.4,1,5.4245,1.1134,9.9095,11.908,0.012806,0.013241,0
a12179,3.72,1.64,12.29,24.87,11,34.195,6.9889,66.618,75.089,0.080725,0.084509,0
a12180,3.26,1.52,10.9,22.01,4,16.182,3.2019,30.252,34.381,0.038202,0.039957,0
a12181,4.99,2.02,16.3,32.82,8,51.472,9.9014,95.811,106.49,0.12151,0.12731,0
a12182,4.8,1.97,15.79,31.7,23,54.074,17.074,165.12,183.62,0.12766,0.13346,0
a12183,4.78,1.94,15.57,31.43,15,37.801,7.5064,71.521,80.646,0.089238,0.093104,0
a12184,4.54,1.87,14.84,29.99,17,31.945,6.1804,58.327,66.356,0.075413,0.078805,0
a12185,4.36,1.81,14.23,28.77,12,29.263,6.4434,61.122,69.205,0.069082,0.072733,0
a12186,3.53,1.59,11.61,23.51,4,26.003,6.3039,60.004,67.722,0.061387,0.064228,0
a12187,3.36,1.53,10.98,22.27,3,15.069,2.9049,27.33,31.182,0.035575,0.03707,0
a12188,4.58,1.88,14.84,30.02,17,45.275,8.748,83.992,94.036,0.10688,0.11201,0
a12189,4.16,1.75,13.47,27.3,4,27.171,5.5096,52.738,59.212,0.064144,0.067418,0
a12194,,,,,1,22.445,7.987,89.099,87.786,0.043672,0.041895,0
a12195,,,,,8,18.602,6.7965,72.91,74.442,0.036196,0.033943,0
a12197,,,,,0,4.3728,1.6003,16.897,17.504,0.0085086,0.0080741,0
a12198,,,,,0,13.778,5.0776,53.462,55.526,0.02681,0.025981,0
a12199,,,,,2,28.384,10.077,105.13,110.11,0.055229,0.05409,0
a12200,,,,,1,5.9724,2.2433,22.975,24.474,0.011621,0.011557,0
a12201,,,,,3,5.6341,1.7123,17.889,18.713,0.010963,0.010724,0
a12202,,,,,0,9.3972,3.2847,32.629,35.745,0.018285,0.017734,0
a12203,,,,,1,13.557,4.0093,40.124,43.657,0.026379,0.02656,0
a12204,,,,,2,9.322,2.8366,25.315,30.341,0.032043,0.029868,0
